1.100400e+003,7.163168e+002
1.100882e+003,7.191588e+002
1.101364e+003,7.238354e+002
1.101846e+003,7.265526e+002
1.102328e+003,7.270824e+002
1.102810e+003,7.262905e+002
1.103292e+003,7.232411e+002
1.103774e+003,7.218287e+002
1.104256e+003,7.238172e+002
1.104739e+003,7.266635e+002
1.105221e+003,7.249438e+002
1.105703e+003,7.209987e+002
1.106185e+003,7.197416e+002
1.106667e+003,7.234169e+002
1.107149e+003,7.266215e+002
1.107631e+003,7.282762e+002
1.108113e+003,7.287020e+002
1.108596e+003,7.275637e+002
1.109078e+003,7.252418e+002
1.109560e+003,7.242799e+002
1.110042e+003,7.245709e+002
1.110524e+003,7.252940e+002
1.111006e+003,7.265193e+002
1.111488e+003,7.274850e+002
1.111970e+003,7.273755e+002
1.112453e+003,7.268990e+002
1.112935e+003,7.271709e+002
1.113417e+003,7.282142e+002
1.113899e+003,7.301307e+002
1.114381e+003,7.330990e+002
1.114863e+003,7.353607e+002
1.115345e+003,7.341268e+002
1.115827e+003,7.321485e+002
1.116309e+003,7.324308e+002
1.116792e+003,7.350847e+002
1.117274e+003,7.369672e+002
1.117756e+003,7.378070e+002
1.118238e+003,7.382369e+002
1.118720e+003,7.383301e+002
1.119202e+003,7.383278e+002
1.119684e+003,7.386370e+002
1.120166e+003,7.391545e+002
1.120648e+003,7.396450e+002
1.121131e+003,7.399038e+002
1.121613e+003,7.406707e+002
1.122095e+003,7.432557e+002
1.122577e+003,7.446583e+002
1.123059e+003,7.416456e+002
1.123541e+003,7.357291e+002
1.124023e+003,7.363846e+002
1.124505e+003,7.422672e+002
1.124988e+003,7.464596e+002
1.125470e+003,7.433854e+002
1.125952e+003,7.401830e+002
1.126434e+003,7.403463e+002
1.126916e+003,7.418245e+002
1.127398e+003,7.416277e+002
1.127880e+003,7.396770e+002
1.128362e+003,7.406787e+002
1.128844e+003,7.452379e+002
1.129327e+003,7.488079e+002
1.129809e+003,7.464835e+002
1.130291e+003,7.426449e+002
1.130773e+003,7.405351e+002
1.131255e+003,7.402596e+002
1.131737e+003,7.403526e+002
1.132219e+003,7.408516e+002
1.132701e+003,7.415807e+002
1.133183e+003,7.426670e+002
1.133666e+003,7.434689e+002
1.134148e+003,7.428370e+002
1.134630e+003,7.415282e+002
1.135112e+003,7.406232e+002
1.135594e+003,7.405543e+002
1.136076e+003,7.397994e+002
1.136558e+003,7.377977e+002
1.137040e+003,7.363315e+002
1.137523e+003,7.367509e+002
1.138005e+003,7.381425e+002
1.138487e+003,7.379192e+002
1.138969e+003,7.367993e+002
1.139451e+003,7.368007e+002
1.139933e+003,7.407569e+002
1.140415e+003,7.429413e+002
1.140897e+003,7.415814e+002
1.141380e+003,7.393856e+002
1.141862e+003,7.393224e+002
1.142344e+003,7.408999e+002
1.142826e+003,7.412311e+002
1.143308e+003,7.403224e+002
1.143790e+003,7.399742e+002
1.144272e+003,7.420518e+002
1.144754e+003,7.440094e+002
1.145236e+003,7.443763e+002
1.145719e+003,7.439494e+002
1.146201e+003,7.447202e+002
1.146683e+003,7.465975e+002
1.147165e+003,7.470905e+002
1.147647e+003,7.455555e+002
1.148129e+003,7.437703e+002
1.148611e+003,7.428114e+002
1.149093e+003,7.424868e+002
1.149575e+003,7.426520e+002
1.150058e+003,7.432760e+002
1.150540e+003,7.448495e+002
1.151022e+003,7.475334e+002
1.151504e+003,7.494011e+002
1.151986e+003,7.492764e+002
1.152468e+003,7.487015e+002
1.152950e+003,7.495924e+002
1.153432e+003,7.511022e+002
1.153915e+003,7.519938e+002
1.154397e+003,7.517753e+002
1.154879e+003,7.519467e+002
1.155361e+003,7.527852e+002
1.155843e+003,7.529787e+002
1.156325e+003,7.507500e+002
1.156807e+003,7.477797e+002
1.157289e+003,7.469036e+002
1.157771e+003,7.475961e+002
1.158254e+003,7.482418e+002
1.158736e+003,7.477506e+002
1.159218e+003,7.483802e+002
1.159700e+003,7.510045e+002
1.160182e+003,7.533705e+002
1.160664e+003,7.520132e+002
1.161146e+003,7.486442e+002
1.161628e+003,7.471259e+002
1.162110e+003,7.476871e+002
1.162593e+003,7.488319e+002
1.163075e+003,7.504479e+002
1.163557e+003,7.519802e+002
1.164039e+003,7.532598e+002
1.164521e+003,7.543761e+002
1.165003e+003,7.557936e+002
1.165485e+003,7.572485e+002
1.165967e+003,7.575527e+002
1.166450e+003,7.562010e+002
1.166932e+003,7.552164e+002
1.167414e+003,7.560309e+002
1.167896e+003,7.571061e+002
1.168378e+003,7.577521e+002
1.168860e+003,7.579229e+002
1.169342e+003,7.569371e+002
1.169824e+003,7.550508e+002
1.170307e+003,7.542383e+002
1.170789e+003,7.562020e+002
1.171271e+003,7.577307e+002
1.171753e+003,7.565918e+002
1.172235e+003,7.542509e+002
1.172717e+003,7.517520e+002
1.173199e+003,7.488646e+002
1.173681e+003,7.496193e+002
1.174163e+003,7.539469e+002
1.174646e+003,7.577543e+002
1.175128e+003,7.580938e+002
1.175610e+003,7.572094e+002
1.176092e+003,7.561334e+002
1.176574e+003,7.550944e+002
1.177056e+003,7.543930e+002
1.177538e+003,7.539111e+002
1.178020e+003,7.545799e+002
1.178502e+003,7.565942e+002
1.178985e+003,7.587038e+002
1.179467e+003,7.599461e+002
1.179949e+003,7.607160e+002
1.180431e+003,7.616863e+002
1.180913e+003,7.625770e+002
1.181395e+003,7.616744e+002
1.181877e+003,7.580715e+002
1.182359e+003,7.562702e+002
1.182842e+003,7.572885e+002
